session,trial,maze,regime,correct,chosen,correct_exit,ml_alt,looked_ml_alt,n_other_alt_looked,looked_any_unchosen,first_unchosen_look,first_look_is_ml,window_start_ms,n_fixations_in_window
june_10_g0,586,6,sequential,True,RD,RD,RU,False,0,False,,,4087.0,8
june_10_g0,587,1,hierarchical,True,RD,RD,RU,False,0,False,,,4495.0,6
june_10_g0,589,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3881.0,15
june_10_g0,590,4,sequential,True,RD,RD,RU,False,0,False,,,4987.0,8
june_10_g0,591,5,sequential,False,LU,RU,RU,False,0,False,,,4907.0,5
june_10_g0,592,4,sequential,True,LU,LU,LD,False,0,False,,,5459.0,6
june_10_g0,593,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4436.0,13
june_10_g0,594,3,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4335.0,14
june_10_g0,595,3,hierarchical,False,LU,RD,RD,True,0,True,RD,True,4256.0,9
june_10_g0,596,1,hierarchical,False,LD,RU,RU,False,0,False,,,5116.0,5
june_10_g0,598,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4725.0,8
june_10_g0,599,1,hierarchical,True,RD,RD,RU,False,0,False,,,4563.0,14
june_10_g0,600,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4587.0,6
june_10_g0,601,6,sequential,True,RU,RU,LU,False,0,False,,,4084.0,7
june_10_g0,602,6,sequential,False,RU,LU,LU,False,0,False,,,4530.0,8
june_10_g0,603,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4918.0,9
june_10_g0,604,6,sequential,True,RD,RD,RU,True,0,True,RU,True,3968.0,14
june_10_g0,605,6,sequential,True,RD,RD,RU,False,0,False,,,3929.0,11
june_10_g0,607,5,sequential,False,LU,RU,RU,False,0,False,,,4421.0,11
june_10_g0,608,4,sequential,False,RU,LD,LD,False,0,False,,,4686.0,8
june_10_g0,609,6,sequential,False,LD,LU,LU,False,0,False,,,10789.0,4
june_10_g0,611,6,sequential,False,LU,LD,LD,False,0,False,,,4683.0,3
june_10_g0,613,6,sequential,True,LU,LU,LD,False,0,False,,,5104.0,10
june_10_g0,614,3,hierarchical,True,LU,LU,LD,False,0,False,,,4645.0,4
june_10_g0,615,6,sequential,False,LD,LU,LU,False,1,True,RU,False,4797.0,9
june_10_g0,616,5,sequential,True,RD,RD,LU,False,1,True,RU,False,3891.0,8
june_10_g0,617,5,sequential,True,LU,LU,RU,False,0,False,,,4174.0,15
june_10_g0,618,6,sequential,True,RD,RD,RU,False,0,False,,,4434.0,9
june_10_g0,620,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4855.0,13
june_10_g0,623,5,sequential,True,LU,LU,RU,False,0,False,,,6366.0,5
june_10_g0,624,3,hierarchical,True,RD,RD,RU,False,1,True,LD,False,4331.0,12
june_10_g0,625,5,sequential,False,RU,LD,LD,False,0,False,,,4772.0,10
june_10_g0,626,1,hierarchical,False,LD,RU,RU,False,0,False,,,4854.0,0
june_10_g0,629,3,hierarchical,True,LU,LU,LD,False,0,False,,,4200.0,5
june_10_g0,630,2,hierarchical,False,LU,RD,RD,False,0,False,,,4527.0,13
june_10_g0,632,2,hierarchical,False,RU,LD,LD,False,0,False,,,5571.0,10
june_10_g0,633,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4926.0,16
june_10_g0,634,2,hierarchical,True,RU,RU,RD,False,0,False,,,4822.0,9
june_10_g0,635,2,hierarchical,True,RU,RU,RD,False,1,True,LD,False,5008.0,6
june_10_g0,636,2,hierarchical,False,RU,RD,RD,False,0,False,,,5153.0,9
june_10_g0,637,4,sequential,True,RU,RU,RD,False,1,True,LD,False,4611.0,12
june_10_g0,638,5,sequential,False,LU,RU,RU,False,0,False,,,4532.0,11
june_10_g0,639,3,hierarchical,True,RD,RD,RU,True,0,True,RU,True,6501.0,9
june_10_g0,640,6,sequential,False,LU,LD,LD,False,0,False,,,4825.0,7
june_10_g0,641,2,hierarchical,False,LU,LD,LD,False,0,False,,,6635.0,9
june_10_g0,642,4,sequential,False,LU,LD,LD,True,0,True,LD,True,4922.0,12
june_10_g0,644,5,sequential,False,LU,LD,LD,True,0,True,LD,True,4453.0,10
june_10_g0,645,5,sequential,False,RD,LU,LU,False,0,False,,,5046.0,9
june_10_g0,646,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4701.0,8
june_10_g0,647,2,hierarchical,True,RD,RD,RU,False,0,False,,,4570.0,9
june_10_g0,649,4,sequential,True,RU,RU,RD,False,0,False,,,4498.0,6
june_10_g0,650,1,hierarchical,True,RD,RD,RU,False,0,False,,,4668.0,11
june_10_g0,651,6,sequential,True,LU,LU,LD,False,0,False,,,4270.0,10
june_10_g0,652,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4792.0,11
june_10_g0,653,3,hierarchical,False,LU,RD,RD,False,1,True,LD,False,4547.0,11
june_11_g0,1,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4561.0,8
june_11_g0,2,1,hierarchical,True,LU,LU,LD,False,0,False,,,4108.0,11
june_11_g0,3,5,sequential,False,LD,RU,RU,False,0,False,,,4404.0,9
june_11_g0,4,6,sequential,False,RD,RU,RU,False,0,False,,,4298.0,9
june_11_g0,5,2,hierarchical,True,RD,RD,RU,False,0,False,,,4498.0,9
june_11_g0,6,5,sequential,False,RD,LU,LU,False,0,False,,,4092.0,3
june_11_g0,7,2,hierarchical,False,LU,LD,LD,True,0,True,LD,True,4563.0,9
june_11_g0,8,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4594.0,12
june_11_g0,9,5,sequential,True,RD,RD,LU,False,1,True,RU,False,4017.0,9
june_11_g0,10,2,hierarchical,True,LU,LU,LD,False,0,False,,,4359.0,12
june_11_g0,12,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4824.0,10
june_11_g0,13,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4492.0,8
june_11_g0,14,5,sequential,True,LU,LU,RU,False,0,False,,,4172.0,10
june_11_g0,15,6,sequential,True,RU,RU,LU,False,0,False,,,4075.0,8
june_11_g0,16,4,sequential,True,RU,RU,RD,False,0,False,,,4473.0,8
june_11_g0,17,3,hierarchical,False,LU,RD,RD,False,0,False,,,4156.0,7
june_11_g0,18,6,sequential,True,RU,RU,LU,False,0,False,,,4228.0,7
june_11_g0,21,4,sequential,False,RU,LU,LU,False,0,False,,,4574.0,10
june_11_g0,22,3,hierarchical,False,LU,RU,RU,False,0,False,,,4565.0,9
june_11_g0,23,2,hierarchical,True,RD,RD,RU,False,0,False,,,4435.0,6
june_11_g0,24,4,sequential,False,LD,LU,LU,False,0,False,,,4496.0,6
june_11_g0,27,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4614.0,10
june_11_g0,28,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4597.0,9
june_11_g0,32,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4616.0,13
june_11_g0,33,3,hierarchical,True,RU,RU,LD,False,0,False,,,4557.0,8
june_11_g0,34,4,sequential,False,LU,LD,LD,False,0,False,,,4722.0,10
june_11_g0,35,2,hierarchical,False,LU,RU,RU,False,0,False,,,4628.0,12
june_11_g0,36,3,hierarchical,True,RD,RD,RU,False,0,False,,,4218.0,10
june_11_g0,37,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4610.0,9
june_11_g0,38,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4674.0,10
june_11_g0,39,4,sequential,True,RU,RU,RD,False,0,False,,,4340.0,8
june_11_g0,40,5,sequential,False,RD,LU,LU,False,0,False,,,4179.0,6
june_11_g0,41,3,hierarchical,True,RD,RD,RU,False,0,False,,,4110.0,9
june_11_g0,42,2,hierarchical,True,RD,RD,RU,False,0,False,,,4371.0,9
june_11_g0,46,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4514.0,8
june_11_g0,47,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4413.0,10
june_11_g0,48,6,sequential,True,LU,LU,LD,False,0,False,,,4242.0,7
june_11_g0,49,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4606.0,11
june_11_g0,50,2,hierarchical,True,RD,RD,RU,False,0,False,,,4556.0,10
june_11_g0,52,6,sequential,True,RD,RD,RU,False,0,False,,,3872.0,7
june_11_g0,53,1,hierarchical,True,RU,RU,RD,False,0,False,,,4810.0,8
june_11_g0,54,2,hierarchical,True,RU,RU,RD,False,0,False,,,4650.0,6
june_11_g0,55,4,sequential,True,RD,RD,RU,True,0,True,RU,True,4135.0,11
june_11_g0,56,2,hierarchical,True,LU,LU,LD,False,0,False,,,4291.0,11
june_11_g0,58,2,hierarchical,True,RD,RD,RU,False,0,False,,,4423.0,10
june_11_g0,61,2,hierarchical,True,RU,RU,RD,False,0,False,,,4600.0,6
june_11_g0,62,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4534.0,10
june_11_g0,64,5,sequential,True,LU,LU,RU,False,0,False,,,4186.0,9
june_11_g0,66,4,sequential,True,RU,RU,RD,False,0,False,,,4394.0,7
june_11_g0,67,2,hierarchical,True,LU,LU,LD,False,0,False,,,4309.0,13
june_11_g0,68,6,sequential,True,RD,RD,RU,True,0,True,RU,True,4050.0,10
june_11_g0,69,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4485.0,8
june_11_g0,70,5,sequential,True,RU,RU,LD,False,0,False,,,4413.0,9
june_11_g0,71,3,hierarchical,False,RD,RU,RU,False,1,True,LD,False,4588.0,7
june_11_g0,72,1,hierarchical,True,LU,LU,LD,False,0,False,,,4141.0,9
june_11_g0,73,1,hierarchical,True,LU,LU,LD,False,0,False,,,4266.0,11
june_11_g0,74,6,sequential,True,RD,RD,RU,False,0,False,,,3984.0,8
june_11_g0,75,5,sequential,True,LU,LU,RU,False,0,False,,,4155.0,11
june_11_g0,76,2,hierarchical,True,RU,RU,RD,False,0,False,,,4584.0,9
june_11_g0,77,2,hierarchical,True,RD,RD,RU,False,0,False,,,4370.0,6
june_11_g0,78,6,sequential,True,RD,RD,RU,False,0,False,,,3975.0,7
june_11_g0,79,4,sequential,True,RU,RU,RD,False,0,False,,,4575.0,8
june_11_g0,81,6,sequential,True,RU,RU,LU,False,0,False,,,4184.0,7
june_11_g0,82,1,hierarchical,True,LD,LD,LU,False,0,False,,,4438.0,10
june_11_g0,83,4,sequential,True,RU,RU,RD,False,0,False,,,4479.0,6
june_11_g0,85,4,sequential,True,RD,RD,RU,False,0,False,,,4335.0,11
june_11_g0,86,6,sequential,True,RU,RU,LU,False,0,False,,,4184.0,7
june_11_g0,87,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4608.0,12
june_11_g0,88,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4512.0,13
june_11_g0,89,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4570.0,11
june_11_g0,91,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4487.0,10
june_11_g0,92,4,sequential,True,RU,RU,RD,False,0,False,,,4373.0,7
june_11_g0,93,6,sequential,True,LU,LU,LD,False,0,False,,,4276.0,11
june_11_g0,94,2,hierarchical,True,LU,LU,LD,False,0,False,,,4392.0,8
june_11_g0,95,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3903.0,8
june_11_g0,96,5,sequential,True,RD,RD,LU,False,1,True,RU,False,3958.0,10
june_11_g0,97,5,sequential,True,LU,LU,RU,False,0,False,,,4065.0,11
june_11_g0,98,5,sequential,True,LU,LU,RU,False,0,False,,,4111.0,10
june_11_g0,99,6,sequential,True,LU,LU,LD,False,0,False,,,4354.0,11
june_11_g0,100,4,sequential,True,RU,RU,RD,False,0,False,,,4406.0,8
june_11_g0,101,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4593.0,8
june_11_g0,102,1,hierarchical,True,LD,LD,LU,False,0,False,,,4576.0,9
june_11_g0,103,3,hierarchical,True,LU,LU,LD,False,0,False,,,4477.0,12
june_11_g0,104,3,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4240.0,10
june_11_g0,105,3,hierarchical,True,RU,RU,LD,False,0,False,,,4655.0,6
june_11_g0,107,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4529.0,12
june_11_g0,108,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4409.0,9
june_11_g0,109,6,sequential,True,RU,RU,LU,False,0,False,,,4145.0,8
june_11_g0,111,5,sequential,False,RU,LD,LD,False,0,False,,,4621.0,8
june_11_g0,112,1,hierarchical,True,RU,RU,RD,False,0,False,,,4964.0,8
june_11_g0,113,1,hierarchical,True,RU,RU,RD,False,0,False,,,4873.0,6
june_11_g0,114,5,sequential,False,LU,RU,RU,False,0,False,,,4576.0,9
june_11_g0,115,2,hierarchical,True,RU,RU,RD,False,0,False,,,4644.0,10
june_11_g0,116,4,sequential,False,RU,LU,LU,False,0,False,,,4430.0,5
june_11_g0,117,2,hierarchical,False,LD,RU,RU,False,1,True,LU,False,4665.0,10
june_11_g0,118,4,sequential,True,LU,LU,LD,False,0,False,,,4515.0,12
june_11_g0,119,3,hierarchical,True,RU,RU,LD,False,0,False,,,4600.0,6
june_11_g0,120,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4424.0,7
june_11_g0,122,5,sequential,True,LU,LU,RU,False,0,False,,,4137.0,11
june_11_g0,123,3,hierarchical,True,LU,LU,LD,False,0,False,,,4121.0,11
june_11_g0,127,6,sequential,False,RD,RU,RU,False,0,False,,,4313.0,8
june_11_g0,128,6,sequential,True,RU,RU,LU,False,0,False,,,4185.0,8
june_11_g0,129,2,hierarchical,True,LD,LD,LU,False,0,False,,,4569.0,11
june_11_g0,130,4,sequential,True,RD,RD,RU,False,0,False,,,4272.0,10
june_11_g0,131,2,hierarchical,True,RU,RU,RD,False,0,False,,,4646.0,9
june_11_g0,132,5,sequential,True,RD,RD,LU,False,0,False,,,3958.0,11
june_11_g0,133,5,sequential,True,LU,LU,RU,False,0,False,,,4131.0,13
june_11_g0,134,1,hierarchical,True,LU,LU,LD,False,0,False,,,4165.0,13
june_11_g0,136,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4496.0,14
june_11_g0,138,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4628.0,13
june_11_g0,139,5,sequential,True,RD,RD,LU,False,0,False,,,3947.0,5
june_11_g0,141,3,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4089.0,11
june_11_g0,143,4,sequential,True,RD,RD,RU,False,0,False,,,4129.0,7
june_11_g0,144,1,hierarchical,True,RD,RD,RU,False,0,False,,,4390.0,6
june_11_g0,145,5,sequential,False,LD,RU,RU,False,0,False,,,4329.0,13
june_11_g0,146,4,sequential,True,RU,RU,RD,False,0,False,,,4528.0,8
june_11_g0,147,3,hierarchical,True,LU,LU,LD,False,0,False,,,4133.0,13
june_11_g0,148,5,sequential,True,RU,RU,LD,False,0,False,,,4414.0,9
june_11_g0,149,4,sequential,True,RU,RU,RD,False,0,False,,,4365.0,10
june_11_g0,150,3,hierarchical,True,LU,LU,LD,False,0,False,,,4097.0,9
june_11_g0,151,4,sequential,True,LD,LD,LU,False,0,False,,,4650.0,12
june_11_g0,152,3,hierarchical,True,LD,LD,RU,False,0,False,,,4508.0,11
june_11_g0,154,3,hierarchical,True,RU,RU,LD,False,0,False,,,4597.0,7
june_11_g0,157,4,sequential,True,RD,RD,RU,True,0,True,RU,True,4315.0,10
june_11_g0,158,1,hierarchical,True,LU,LU,LD,False,0,False,,,4086.0,11
june_11_g0,160,1,hierarchical,True,RD,RD,RU,False,0,False,,,4404.0,8
june_11_g0,161,6,sequential,True,RU,RU,LU,False,0,False,,,4161.0,7
june_11_g0,162,6,sequential,True,RU,RU,LU,False,0,False,,,4152.0,7
june_11_g0,163,5,sequential,True,LU,LU,RU,False,0,False,,,4155.0,11
june_11_g0,164,6,sequential,True,RU,RU,LU,False,0,False,,,4111.0,12
june_11_g0,165,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4528.0,12
june_11_g0,166,3,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4246.0,10
june_11_g0,167,5,sequential,True,LU,LU,RU,False,0,False,,,4122.0,13
june_11_g0,168,1,hierarchical,True,RD,RD,RU,False,0,False,,,4650.0,8
june_11_g0,169,6,sequential,False,LD,LU,LU,True,0,True,LU,True,4503.0,10
june_11_g0,170,5,sequential,True,RD,RD,LU,False,0,False,,,3940.0,9
june_11_g0,171,6,sequential,False,LU,LD,LD,True,0,True,LD,True,4487.0,10
june_11_g0,172,5,sequential,True,LU,LU,RU,False,0,False,,,4090.0,10
june_11_g0,173,5,sequential,True,RD,RD,LU,False,1,True,RU,False,3962.0,13
june_11_g0,174,6,sequential,True,RU,RU,LU,False,0,False,,,4100.0,11
june_11_g0,175,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4355.0,11
june_11_g0,176,1,hierarchical,True,RD,RD,RU,False,0,False,,,4410.0,8
june_11_g0,177,6,sequential,True,RD,RD,RU,True,0,True,RU,True,3892.0,9
june_11_g0,178,2,hierarchical,True,RU,RU,RD,False,0,False,,,4599.0,8
june_11_g0,179,4,sequential,True,RD,RD,RU,False,0,False,,,4138.0,11
june_11_g0,180,3,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4308.0,10
june_11_g0,182,5,sequential,False,LU,RD,RD,False,0,False,,,3925.0,13
june_11_g0,184,1,hierarchical,True,RD,RD,RU,False,0,False,,,4517.0,12
june_11_g0,185,3,hierarchical,False,RD,LU,LU,False,0,False,,,4309.0,10
june_11_g0,186,4,sequential,True,RU,RU,RD,False,0,False,,,4425.0,7
june_11_g0,187,2,hierarchical,True,RU,RU,RD,False,0,False,,,4643.0,11
june_11_g0,189,6,sequential,True,RU,RU,LU,False,0,False,,,4119.0,5
june_11_g0,190,4,sequential,True,LU,LU,LD,False,0,False,,,4414.0,12
june_11_g0,191,2,hierarchical,True,LD,LD,LU,False,0,False,,,4465.0,11
june_11_g0,192,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4746.0,12
june_11_g0,194,1,hierarchical,True,LU,LU,LD,False,0,False,,,4159.0,13
june_11_g0,196,4,sequential,True,LU,LU,LD,False,0,False,,,4373.0,10
june_11_g0,197,1,hierarchical,True,RU,RU,RD,False,0,False,,,4846.0,8
june_11_g0,198,3,hierarchical,True,RU,RU,LD,False,0,False,,,4601.0,8
june_11_g0,201,4,sequential,False,LU,LD,LD,False,0,False,,,4521.0,7
june_11_g0,202,5,sequential,True,RD,RD,LU,False,0,False,,,3924.0,11
june_11_g0,203,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4699.0,13
june_11_g0,204,2,hierarchical,True,LU,LU,LD,False,0,False,,,4310.0,8
june_11_g0,205,5,sequential,True,RD,RD,LU,False,0,False,,,3976.0,11
june_11_g0,206,6,sequential,False,LU,RU,RU,False,0,False,,,4078.0,8
june_11_g0,207,5,sequential,True,RU,RU,LD,False,0,False,,,4357.0,10
june_11_g0,208,3,hierarchical,True,RD,RD,RU,False,0,False,,,4238.0,12
june_11_g0,209,4,sequential,False,LD,LU,LU,False,0,False,,,4432.0,13
june_11_g0,210,3,hierarchical,True,RU,RU,LD,False,0,False,,,4634.0,10
june_11_g0,211,6,sequential,True,RD,RD,RU,False,0,False,,,4082.0,9
june_11_g0,212,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4580.0,11
june_11_g0,213,3,hierarchical,True,LU,LU,LD,False,0,False,,,4160.0,12
june_11_g0,214,2,hierarchical,False,LU,LD,LD,False,0,False,,,4544.0,9
june_11_g0,215,1,hierarchical,True,RU,RU,RD,False,0,False,,,4847.0,7
june_11_g0,216,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4563.0,12
june_11_g0,217,6,sequential,True,RU,RU,LU,False,0,False,,,4237.0,9
june_11_g0,220,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4577.0,13
june_11_g0,221,5,sequential,False,RU,LD,LD,True,0,True,LD,True,4492.0,7
june_11_g0,223,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4702.0,10
june_11_g0,224,5,sequential,False,RU,LD,LD,True,0,True,LD,True,4529.0,9
june_11_g0,225,6,sequential,False,LD,LU,LU,False,0,False,,,4501.0,7
june_11_g0,226,2,hierarchical,False,RU,RD,RD,False,1,True,LD,False,4434.0,10
june_11_g0,227,3,hierarchical,True,LU,LU,LD,False,0,False,,,4105.0,13
june_11_g0,228,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4558.0,14
june_11_g0,229,1,hierarchical,True,LU,LU,LD,False,0,False,,,4112.0,12
june_11_g0,231,2,hierarchical,True,RD,RD,RU,False,0,False,,,4469.0,9
june_11_g0,232,3,hierarchical,True,RU,RU,LD,False,0,False,,,4678.0,9
june_11_g0,233,5,sequential,True,RU,RU,LD,False,0,False,,,4403.0,12
june_11_g0,234,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4787.0,10
june_11_g0,235,6,sequential,True,RU,RU,LU,False,0,False,,,4328.0,8
june_11_g0,236,6,sequential,True,RD,RD,RU,False,0,False,,,3924.0,11
june_11_g0,237,6,sequential,True,RU,RU,LU,False,0,False,,,4342.0,10
june_11_g0,238,5,sequential,True,RU,RU,LD,False,0,False,,,4418.0,8
june_11_g0,239,4,sequential,True,RD,RD,RU,True,0,True,RU,True,4180.0,11
june_11_g0,240,4,sequential,True,RU,RU,RD,False,0,False,,,4334.0,7
june_11_g0,241,6,sequential,True,RU,RU,LU,False,0,False,,,4257.0,9
june_11_g0,242,6,sequential,True,RD,RD,RU,False,0,False,,,3978.0,13
june_11_g0,245,5,sequential,True,RD,RD,LU,False,0,False,,,3862.0,11
june_11_g0,246,3,hierarchical,True,RU,RU,LD,False,0,False,,,4617.0,7
june_11_g0,247,4,sequential,False,LD,LU,LU,True,0,True,LU,True,4386.0,10
june_11_g0,248,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4557.0,10
june_11_g0,252,6,sequential,True,RU,RU,LU,False,0,False,,,4142.0,12
june_11_g0,253,3,hierarchical,False,LU,LD,LD,False,0,False,,,4767.0,11
june_11_g0,254,5,sequential,True,RU,RU,LD,False,0,False,,,4369.0,6
june_11_g0,255,4,sequential,True,RD,RD,RU,False,0,False,,,4239.0,14
june_11_g0,256,5,sequential,True,LU,LU,RU,False,0,False,,,4016.0,13
june_11_g0,257,2,hierarchical,True,RD,RD,RU,False,0,False,,,4350.0,7
june_11_g0,258,4,sequential,True,RD,RD,RU,True,0,True,RU,True,4284.0,12
june_11_g0,259,6,sequential,False,LD,LU,LU,True,0,True,LU,True,4475.0,11
june_11_g0,261,6,sequential,True,RD,RD,RU,False,0,False,,,3967.0,10
june_11_g0,263,6,sequential,True,RD,RD,RU,True,0,True,RU,True,3880.0,14
june_11_g0,264,1,hierarchical,True,RU,RU,RD,False,0,False,,,5022.0,9
june_11_g0,265,6,sequential,True,RD,RD,RU,True,0,True,RU,True,3964.0,10
june_11_g0,266,6,sequential,True,RU,RU,LU,False,0,False,,,4112.0,8
june_11_g0,267,6,sequential,True,RU,RU,LU,False,0,False,,,4128.0,12
june_11_g0,268,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4522.0,7
june_11_g0,269,6,sequential,True,RD,RD,RU,True,0,True,RU,True,4005.0,16
june_11_g0,270,3,hierarchical,True,RU,RU,LD,False,0,False,,,4695.0,6
june_11_g0,271,1,hierarchical,True,LD,LD,LU,False,0,False,,,4536.0,9
june_11_g0,272,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4665.0,11
june_11_g0,274,6,sequential,True,RU,RU,LU,False,0,False,,,4116.0,9
june_11_g0,276,5,sequential,True,RD,RD,LU,False,1,True,RU,False,3958.0,12
june_11_g0,277,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4604.0,12
june_11_g0,278,6,sequential,False,LD,LU,LU,True,0,True,LU,True,4285.0,10
june_11_g0,279,4,sequential,True,LU,LU,LD,False,0,False,,,4492.0,10
june_11_g0,280,2,hierarchical,False,RU,RD,RD,False,0,False,,,4368.0,9
june_11_g0,281,3,hierarchical,True,RD,RD,RU,False,0,False,,,4273.0,11
june_11_g0,283,6,sequential,True,LU,LU,LD,False,0,False,,,4402.0,12
june_11_g0,284,2,hierarchical,False,RU,RD,RD,False,1,True,LU,False,4425.0,7
june_11_g0,285,2,hierarchical,True,RD,RD,RU,False,0,False,,,4458.0,10
june_11_g0,286,5,sequential,False,LD,RU,RU,False,0,False,,,4404.0,7
june_11_g0,287,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4821.0,10
june_11_g0,288,1,hierarchical,True,LD,LD,LU,False,0,False,,,4625.0,13
june_11_g0,290,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4489.0,8
june_11_g0,291,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4463.0,13
june_11_g0,292,1,hierarchical,True,RD,RD,RU,False,0,False,,,4451.0,9
june_11_g0,293,4,sequential,False,LU,RU,RU,False,1,True,LD,False,4389.0,12
june_11_g0,294,1,hierarchical,True,RU,RU,RD,False,0,False,,,4824.0,5
june_11_g0,295,5,sequential,True,LU,LU,RU,False,0,False,,,4017.0,11
june_11_g0,297,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4556.0,10
june_11_g0,298,6,sequential,True,RD,RD,RU,True,0,True,RU,True,3898.0,12
june_11_g0,299,1,hierarchical,False,LD,LU,LU,False,0,False,,,4322.0,6
june_11_g0,300,6,sequential,True,RU,RU,LU,False,0,False,,,4112.0,9
june_11_g0,301,1,hierarchical,True,RD,RD,RU,False,0,False,,,4561.0,13
june_11_g0,303,5,sequential,True,RD,RD,LU,False,1,True,RU,False,3918.0,14
june_11_g0,304,1,hierarchical,True,LU,LU,LD,False,0,False,,,4176.0,13
june_11_g0,305,2,hierarchical,True,LU,LU,LD,False,0,False,,,4553.0,15
june_11_g0,307,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4476.0,11
june_11_g0,308,3,hierarchical,True,LU,LU,LD,False,0,False,,,4141.0,14
june_11_g0,310,4,sequential,True,LU,LU,LD,False,0,False,,,4521.0,12
june_11_g0,311,5,sequential,False,RU,LU,LU,False,1,True,LD,False,4233.0,12
june_11_g0,312,2,hierarchical,True,RU,RU,RD,False,0,False,,,4581.0,8
june_11_g0,313,1,hierarchical,True,RU,RU,RD,False,0,False,,,4847.0,9
june_11_g0,314,5,sequential,True,RU,RU,LD,False,0,False,,,4415.0,8
june_11_g0,315,6,sequential,True,RU,RU,LU,False,0,False,,,4102.0,7
june_11_g0,316,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4528.0,9
june_11_g0,318,3,hierarchical,True,RD,RD,RU,False,0,False,,,4234.0,12
june_11_g0,319,2,hierarchical,False,RU,LD,LD,False,0,False,,,4556.0,8
june_11_g0,320,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4521.0,9
june_11_g0,321,4,sequential,True,LU,LU,LD,False,0,False,,,4451.0,9
june_11_g0,322,6,sequential,True,RU,RU,LU,False,0,False,,,4299.0,11
june_11_g0,323,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4543.0,12
june_11_g0,324,4,sequential,True,RD,RD,RU,False,0,False,,,4233.0,16
june_11_g0,325,6,sequential,False,LD,LU,LU,False,0,False,,,4387.0,10
june_11_g0,326,1,hierarchical,True,RU,RU,RD,False,0,False,,,4828.0,10
june_11_g0,327,3,hierarchical,True,LU,LU,LD,False,0,False,,,4290.0,12
june_11_g0,328,6,sequential,True,RD,RD,RU,True,0,True,RU,True,4117.0,10
june_11_g0,329,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4622.0,16
june_11_g0,330,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4672.0,12
