session,trial,maze,regime,correct,chosen,correct_exit,ml_alt,looked_ml_alt,n_other_alt_looked,looked_any_unchosen,first_unchosen_look,first_look_is_ml,window_start_ms,n_fixations_in_window
Nov_17_g0,196,6,sequential,True,RU,RU,LU,False,1,True,RD,False,4052.0,9
Nov_17_g0,198,2,hierarchical,True,RD,RD,RU,False,0,False,,,4481.0,8
Nov_17_g0,199,4,hierarchical,True,LU,LU,LD,False,0,False,,,4377.0,11
Nov_17_g0,200,4,hierarchical,False,RD,LU,LU,False,1,True,LD,False,4320.0,11
Nov_17_g0,201,2,hierarchical,True,LD,LD,LU,True,1,True,LU,True,4460.0,11
Nov_17_g0,202,6,sequential,False,RD,RU,RU,False,1,True,LU,False,4118.0,7
Nov_17_g0,203,2,hierarchical,True,RU,RU,RD,False,0,False,,,4614.0,9
Nov_17_g0,204,1,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4521.0,10
Nov_17_g0,205,3,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4119.0,11
Nov_17_g0,206,5,sequential,True,LU,LU,RU,False,0,False,,,4064.0,14
Nov_17_g0,208,3,hierarchical,True,RU,RU,LD,False,2,True,RD,False,4561.0,13
Nov_17_g0,209,6,sequential,False,RD,RU,RU,False,1,True,LU,False,4111.0,11
Nov_17_g0,210,2,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4505.0,11
Nov_17_g0,211,3,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4115.0,8
Nov_17_g0,212,3,hierarchical,True,LD,LD,RU,False,0,False,,,4559.0,8
Nov_17_g0,213,6,sequential,True,LU,LU,LD,False,1,True,RU,False,4279.0,9
Nov_17_g0,215,3,hierarchical,True,LU,LU,LD,False,0,False,,,3970.0,11
Nov_17_g0,216,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4166.0,13
Nov_17_g0,217,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4255.0,15
Nov_17_g0,218,2,hierarchical,True,LU,LU,LD,True,1,True,LD,True,4421.0,11
Nov_17_g0,220,4,hierarchical,False,RU,LU,LU,False,1,True,LD,False,4178.0,8
Nov_17_g0,221,6,sequential,False,RD,RU,RU,False,1,True,LU,False,3986.0,8
Nov_17_g0,222,5,sequential,True,LD,LD,RU,False,0,False,,,4462.0,12
Nov_17_g0,224,3,hierarchical,True,RU,RU,LD,False,1,True,RD,False,4694.0,8
Nov_17_g0,225,3,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4035.0,11
Nov_17_g0,226,2,hierarchical,False,LU,LD,LD,False,1,True,RD,False,4626.0,8
Nov_17_g0,227,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4005.0,12
Nov_17_g0,228,5,sequential,False,RU,LD,LD,False,1,True,RD,False,4396.0,7
Nov_17_g0,230,3,hierarchical,True,LD,LD,RU,False,0,False,,,4436.0,9
Nov_17_g0,231,1,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4351.0,10
Nov_17_g0,232,6,sequential,False,LU,LD,LD,False,0,False,,,4580.0,10
Nov_17_g0,233,3,hierarchical,True,LD,LD,RU,False,0,False,,,4499.0,9
Nov_17_g0,234,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4198.0,10
Nov_17_g0,235,3,hierarchical,False,RD,RU,RU,False,0,False,,,4609.0,12
Nov_17_g0,236,2,hierarchical,True,LU,LU,LD,False,0,False,,,4502.0,9
Nov_17_g0,237,4,hierarchical,False,LU,LD,LD,True,1,True,RD,False,4724.0,11
Nov_17_g0,238,6,sequential,True,RU,RU,LU,False,1,True,RD,False,4446.0,9
Nov_17_g0,239,2,hierarchical,True,RD,RD,RU,False,0,False,,,4403.0,14
Nov_17_g0,240,5,sequential,True,LD,LD,RU,False,2,True,RD,False,4646.0,11
Nov_17_g0,241,4,hierarchical,True,RD,RD,RU,False,2,True,LU,False,4087.0,11
Nov_17_g0,244,4,hierarchical,True,LU,LU,LD,False,1,True,RU,False,4270.0,10
Nov_17_g0,246,2,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4433.0,11
Nov_17_g0,248,4,hierarchical,True,RU,RU,RD,False,0,False,,,4223.0,9
Nov_17_g0,249,2,hierarchical,True,LU,LU,LD,False,0,False,,,4493.0,11
Nov_17_g0,251,5,sequential,True,RU,RU,LD,False,2,True,LU,False,4314.0,11
Nov_17_g0,252,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4202.0,10
Nov_17_g0,254,4,hierarchical,True,LD,LD,LU,False,0,False,,,4501.0,8
Nov_17_g0,255,5,sequential,False,LU,RU,RU,False,0,False,,,4498.0,11
Nov_17_g0,256,1,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4915.0,9
Nov_17_g0,257,5,sequential,True,RD,RD,LU,False,0,False,,,3870.0,11
Nov_17_g0,258,6,sequential,True,RU,RU,LU,False,1,True,RD,False,4125.0,12
Nov_17_g0,259,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3896.0,14
Nov_17_g0,260,2,hierarchical,False,RD,LU,LU,True,0,True,LU,True,4210.0,10
Nov_17_g0,261,6,sequential,True,RU,RU,LU,False,1,True,RD,False,4259.0,10
Nov_17_g0,262,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4159.0,11
Nov_17_g0,263,5,sequential,False,RU,LD,LD,False,0,False,,,4399.0,10
Nov_17_g0,264,6,sequential,False,LU,LD,LD,False,0,False,,,4389.0,11
Nov_17_g0,265,4,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4693.0,9
Nov_17_g0,266,1,hierarchical,True,RU,RU,RD,True,1,True,RD,True,4709.0,10
Nov_17_g0,267,1,hierarchical,True,LD,LD,LU,False,0,False,,,4542.0,8
Nov_17_g0,268,6,sequential,True,LD,LD,LU,False,1,True,RD,False,4709.0,8
Nov_17_g0,269,2,hierarchical,True,LU,LU,LD,False,1,True,RU,False,4190.0,8
Nov_17_g0,270,5,sequential,False,RU,LU,LU,True,0,True,LU,True,4056.0,9
Nov_17_g0,271,4,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4097.0,10
Nov_17_g0,272,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4211.0,11
Nov_17_g0,273,4,hierarchical,False,RU,LD,LD,False,0,False,,,4565.0,7
Nov_17_g0,274,3,hierarchical,True,LU,LU,LD,True,1,True,RD,False,3998.0,11
Nov_17_g0,275,6,sequential,False,LD,LU,LU,False,0,False,,,4357.0,11
Nov_17_g0,276,2,hierarchical,True,RU,RU,RD,False,1,True,LU,False,4630.0,9
Nov_17_g0,277,6,sequential,True,RD,RD,RU,False,0,False,,,3965.0,12
Nov_17_g0,278,2,hierarchical,True,RD,RD,RU,False,1,True,LD,False,4460.0,11
Nov_17_g0,279,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3948.0,11
Nov_17_g0,281,2,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4561.0,12
Nov_17_g0,282,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4142.0,10
Nov_17_g0,284,5,sequential,False,RU,LU,LU,False,1,True,RD,False,4166.0,8
Nov_17_g0,285,5,sequential,True,RU,RU,LD,False,1,True,RD,False,4187.0,12
Nov_17_g0,286,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3958.0,10
Nov_17_g0,288,3,hierarchical,False,RD,LU,LU,True,0,True,LU,True,4279.0,11
Nov_17_g0,289,2,hierarchical,True,LD,LD,LU,False,1,True,RU,False,4558.0,10
Nov_17_g0,290,6,sequential,False,RU,LU,LU,False,1,True,RD,False,4475.0,9
Nov_17_g0,291,6,sequential,True,LU,LU,LD,True,1,True,RU,False,4262.0,14
Nov_17_g0,292,3,hierarchical,True,RD,RD,RU,False,0,False,,,4085.0,8
Nov_17_g0,293,4,hierarchical,True,LD,LD,LU,False,1,True,RU,False,4600.0,10
Nov_17_g0,295,2,hierarchical,True,LD,LD,LU,False,0,False,,,4385.0,9
Nov_17_g0,296,5,sequential,False,RD,LU,LU,True,0,True,LU,True,4140.0,9
Nov_17_g0,297,3,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4089.0,7
Nov_17_g0,298,3,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4006.0,10
Nov_17_g0,299,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4142.0,14
Nov_17_g0,300,3,hierarchical,True,LD,LD,RU,False,2,True,LU,False,4571.0,13
Nov_17_g0,301,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4124.0,12
Nov_17_g0,302,5,sequential,False,RU,LU,LU,False,1,True,RD,False,4120.0,12
Nov_17_g0,303,4,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4248.0,14
Nov_17_g0,304,4,hierarchical,True,LU,LU,LD,False,0,False,,,4493.0,11
Nov_17_g0,310,3,hierarchical,True,RU,RU,LD,False,2,True,LU,False,4698.0,9
Nov_17_g0,311,6,sequential,True,RD,RD,RU,False,1,True,LD,False,4062.0,13
Nov_17_g0,313,5,sequential,False,LU,RU,RU,True,0,True,RU,True,4313.0,11
Nov_17_g0,314,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3909.0,11
Nov_17_g0,315,6,sequential,False,LU,RU,RU,False,1,True,LD,False,4053.0,11
Nov_17_g0,316,6,sequential,False,RD,RU,RU,False,0,False,,,4028.0,9
Nov_17_g0,317,3,hierarchical,False,LU,RU,RU,False,1,True,RD,False,4507.0,7
Nov_17_g0,318,3,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4277.0,11
Nov_17_g0,319,5,sequential,False,LU,RU,RU,False,1,True,LD,False,4404.0,10
Nov_17_g0,320,2,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4667.0,11
Nov_17_g0,321,4,hierarchical,True,LD,LD,LU,False,0,False,,,4800.0,8
Nov_17_g0,322,6,sequential,True,RD,RD,RU,False,0,False,,,3928.0,10
Nov_17_g0,323,4,hierarchical,True,RD,RD,RU,False,0,False,,,4153.0,10
Nov_17_g0,324,5,sequential,False,RU,LU,LU,True,0,True,LU,True,4020.0,10
Nov_17_g0,325,2,hierarchical,False,LU,LD,LD,False,0,False,,,4460.0,11
Nov_17_g0,326,4,hierarchical,True,RD,RD,RU,False,1,True,LD,False,4233.0,10
Nov_17_g0,327,1,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4736.0,6
Nov_17_g0,328,3,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4100.0,11
Nov_17_g0,329,3,hierarchical,False,RD,LU,LU,True,1,True,LU,True,4314.0,10
Nov_17_g0,330,2,hierarchical,True,RD,RD,RU,False,0,False,,,4304.0,10
Nov_17_g0,331,1,hierarchical,True,LD,LD,LU,False,0,False,,,4521.0,9
Nov_17_g0,332,6,sequential,True,LU,LU,LD,False,1,True,RD,False,4217.0,8
Nov_17_g0,333,5,sequential,False,RU,LD,LD,False,0,False,,,4524.0,7
Nov_17_g0,334,6,sequential,True,LU,LU,LD,False,0,False,,,4369.0,11
Nov_17_g0,335,3,hierarchical,False,RD,RU,RU,False,0,False,,,4615.0,11
Nov_17_g0,336,3,hierarchical,True,RU,RU,LD,False,2,True,LU,False,4695.0,11
Nov_17_g0,337,4,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4571.0,10
Nov_17_g0,338,1,hierarchical,True,LD,LD,LU,True,1,True,RD,False,4450.0,11
Nov_17_g0,340,1,hierarchical,True,RD,RD,RU,False,0,False,,,4307.0,9
Nov_17_g0,342,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3878.0,11
Nov_17_g0,343,2,hierarchical,True,RU,RU,RD,False,0,False,,,4633.0,12
Nov_17_g0,344,6,sequential,False,LU,LD,LD,False,0,False,,,4400.0,8
Nov_17_g0,345,5,sequential,True,RD,RD,LU,False,0,False,,,3807.0,9
Nov_17_g0,346,2,hierarchical,True,RD,RD,RU,False,0,False,,,4315.0,12
Nov_17_g0,347,5,sequential,True,LD,LD,RU,False,1,True,RD,False,4524.0,10
Nov_17_g0,348,6,sequential,True,RD,RD,RU,False,0,False,,,3933.0,10
Nov_17_g0,349,2,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4345.0,12
Nov_17_g0,350,6,sequential,True,RD,RD,RU,False,0,False,,,3966.0,11
Nov_17_g0,352,4,hierarchical,True,RD,RD,RU,False,0,False,,,4050.0,12
Nov_17_g0,353,3,hierarchical,True,LU,LU,LD,True,1,True,RD,False,4228.0,12
Nov_17_g0,354,5,sequential,True,RU,RU,LD,False,2,True,RD,False,4405.0,11
Nov_17_g0,355,3,hierarchical,False,LU,RD,RD,True,0,True,RD,True,4154.0,13
Nov_17_g0,356,1,hierarchical,True,RU,RU,RD,True,1,True,LU,False,4835.0,10
Nov_17_g0,357,6,sequential,True,RD,RD,RU,False,0,False,,,3923.0,13
Nov_17_g0,359,2,hierarchical,True,RU,RU,RD,False,0,False,,,4669.0,8
Nov_17_g0,360,3,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4173.0,13
Nov_17_g0,361,2,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4773.0,10
Nov_17_g0,362,6,sequential,True,RD,RD,RU,False,1,True,LU,False,3863.0,10
Nov_17_g0,363,6,sequential,True,RU,RU,LU,False,0,False,,,4133.0,12
Nov_17_g0,364,3,hierarchical,False,LU,RD,RD,False,1,True,RU,False,4207.0,7
Nov_17_g0,365,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4519.0,10
Nov_17_g0,366,4,hierarchical,True,RD,RD,RU,False,0,False,,,4195.0,8
Nov_17_g0,367,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4018.0,10
Nov_17_g0,368,6,sequential,False,LU,RU,RU,False,0,False,,,4165.0,13
Nov_17_g0,369,4,hierarchical,True,RU,RU,RD,True,1,True,RD,True,4285.0,11
Nov_17_g0,370,1,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4446.0,12
Nov_17_g0,371,1,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4787.0,10
Nov_17_g0,376,5,sequential,False,LU,RU,RU,False,0,False,,,4440.0,9
Nov_17_g0,377,5,sequential,True,LU,LU,RU,False,1,True,RD,False,4084.0,11
Nov_17_g0,380,2,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4466.0,14
Nov_17_g0,381,6,sequential,True,RD,RD,RU,False,1,True,LU,False,3932.0,11
Nov_17_g0,382,4,hierarchical,True,LU,LU,LD,False,0,False,,,4641.0,8
Nov_17_g0,383,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3906.0,8
Nov_17_g0,384,6,sequential,True,LU,LU,LD,False,1,True,RU,False,4227.0,9
Nov_17_g0,385,6,sequential,True,RU,RU,LU,False,1,True,RD,False,4138.0,10
Nov_17_g0,386,3,hierarchical,True,LD,LD,RU,False,2,True,RD,False,4595.0,11
Nov_17_g0,387,3,hierarchical,True,LU,LU,LD,False,1,True,RU,False,4230.0,10
Nov_17_g0,388,4,hierarchical,False,LU,RU,RU,False,0,False,,,4215.0,12
Nov_17_g0,389,2,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4164.0,9
Nov_17_g0,390,6,sequential,False,RU,LD,LD,False,1,True,LU,False,4555.0,9
Nov_17_g0,391,5,sequential,True,RD,RD,LU,False,0,False,,,3848.0,8
Nov_17_g0,394,2,hierarchical,True,LD,LD,LU,True,1,True,RD,False,4451.0,13
Nov_17_g0,395,3,hierarchical,True,RU,RU,LD,False,1,True,RD,False,4671.0,11
Nov_17_g0,396,5,sequential,True,LD,LD,RU,False,1,True,RD,False,4669.0,12
Nov_17_g0,397,5,sequential,True,RU,RU,LD,False,2,True,LU,False,4189.0,11
Nov_17_g0,400,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4060.0,9
Nov_17_g0,401,1,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4777.0,9
Nov_17_g0,402,1,hierarchical,True,RD,RD,RU,False,0,False,,,4262.0,10
Nov_17_g0,403,3,hierarchical,False,LU,RD,RD,True,0,True,RD,True,4149.0,13
Nov_17_g0,406,3,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4134.0,9
Nov_17_g0,407,2,hierarchical,True,RD,RD,RU,False,0,False,,,4562.0,10
Nov_17_g0,408,6,sequential,True,LD,LD,LU,False,1,True,RD,False,4393.0,12
Nov_17_g0,409,2,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4460.0,10
Nov_17_g0,410,1,hierarchical,True,LU,LU,LD,True,1,True,RD,False,4033.0,15
Nov_17_g0,411,3,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4123.0,9
Nov_17_g0,412,1,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4764.0,10
Nov_17_g0,413,6,sequential,True,RD,RD,RU,False,1,True,LU,False,3984.0,9
Nov_17_g0,414,5,sequential,True,LD,LD,RU,False,1,True,RD,False,4528.0,10
Nov_17_g0,415,3,hierarchical,True,LU,LU,LD,False,0,False,,,4132.0,6
Nov_17_g0,417,3,hierarchical,True,RD,RD,RU,False,0,False,,,4378.0,10
Nov_17_g0,418,5,sequential,False,RD,LU,LU,False,0,False,,,3970.0,8
Nov_17_g0,419,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4147.0,10
Nov_17_g0,420,5,sequential,True,RU,RU,LD,False,1,True,RD,False,4279.0,11
Nov_17_g0,421,6,sequential,False,LD,LU,LU,False,0,False,,,4357.0,9
Nov_17_g0,422,2,hierarchical,True,RD,RD,RU,False,0,False,,,4449.0,9
Nov_17_g0,423,3,hierarchical,False,LU,RD,RD,True,0,True,RD,True,4215.0,7
Nov_17_g0,424,6,sequential,False,LU,RU,RU,False,0,False,,,3980.0,4
Nov_17_g0,425,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4296.0,8
Nov_17_g0,427,4,hierarchical,True,LU,LU,LD,False,1,True,RU,False,4445.0,6
Nov_17_g0,430,4,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4581.0,9
Nov_17_g0,431,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4438.0,10
Nov_17_g0,432,4,hierarchical,True,RD,RD,RU,False,0,False,,,4354.0,7
Nov_17_g0,433,6,sequential,False,LU,RU,RU,False,0,False,,,4120.0,11
Nov_17_g0,434,4,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4482.0,11
Nov_17_g0,438,3,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4023.0,12
Nov_17_g0,441,5,sequential,True,LU,LU,RU,False,1,True,RD,False,3995.0,11
Nov_17_g0,442,3,hierarchical,False,RD,RU,RU,False,0,False,,,4593.0,9
Nov_17_g0,443,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4052.0,12
Nov_17_g0,444,1,hierarchical,True,RD,RD,RU,False,1,True,LD,False,4389.0,12
Nov_17_g0,445,3,hierarchical,False,LD,RU,RU,False,0,False,,,4538.0,9
Nov_17_g0,446,6,sequential,True,RD,RD,RU,False,0,False,,,3868.0,10
Nov_17_g0,448,5,sequential,False,LU,RU,RU,False,2,True,RD,False,4348.0,9
Nov_17_g0,450,6,sequential,True,RD,RD,RU,False,0,False,,,3892.0,6
Nov_17_g0,451,6,sequential,True,LU,LU,LD,False,1,True,RU,False,4432.0,11
Nov_17_g0,452,3,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4128.0,9
Nov_17_g0,453,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4154.0,12
Nov_17_g0,454,5,sequential,False,RU,LD,LD,False,0,False,,,4377.0,7
Nov_17_g0,455,6,sequential,False,LU,LD,LD,False,0,False,,,4578.0,10
Nov_17_g0,456,4,hierarchical,True,LD,LD,LU,False,0,False,,,4590.0,10
Nov_17_g0,457,4,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4267.0,8
Nov_17_g0,458,4,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4485.0,13
Nov_17_g0,459,6,sequential,False,RU,LD,LD,False,1,True,RD,False,4565.0,10
Nov_17_g0,460,3,hierarchical,True,RU,RU,LD,False,1,True,RD,False,4693.0,8
Nov_17_g0,461,6,sequential,True,LD,LD,LU,False,0,False,,,4654.0,12
Nov_17_g0,463,3,hierarchical,False,LD,RU,RU,False,0,False,,,4645.0,10
Nov_17_g0,464,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4633.0,12
Nov_17_g0,466,5,sequential,False,LU,RD,RD,True,0,True,RD,True,3932.0,11
Nov_17_g0,467,5,sequential,False,RD,LU,LU,True,0,True,LU,True,4024.0,10
Nov_17_g0,468,5,sequential,True,LU,LU,RU,False,0,False,,,4007.0,8
Nov_17_g0,469,5,sequential,True,LU,LU,RU,False,1,True,RD,False,3997.0,13
Nov_17_g0,470,4,hierarchical,False,LU,RU,RU,False,1,True,LD,False,4350.0,12
Nov_17_g0,471,4,hierarchical,True,RU,RU,RD,False,0,False,,,4879.0,8
Nov_17_g0,472,4,hierarchical,False,LD,LU,LU,True,0,True,LU,True,4303.0,9
Nov_17_g0,473,4,hierarchical,False,RU,LU,LU,False,1,True,LD,False,4196.0,11
Nov_17_g0,474,6,sequential,True,LU,LU,LD,False,0,False,,,4222.0,10
Nov_17_g0,475,4,hierarchical,True,LU,LU,LD,False,1,True,RU,False,4267.0,12
Nov_17_g0,476,5,sequential,False,RU,LD,LD,False,0,False,,,4551.0,4
Nov_17_g0,477,4,hierarchical,True,LD,LD,LU,False,0,False,,,4447.0,9
Nov_17_g0,478,4,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4438.0,13
Nov_17_g0,479,3,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4181.0,10
Nov_17_g0,480,3,hierarchical,True,LD,LD,RU,False,1,True,RD,False,4547.0,9
Nov_17_g0,481,6,sequential,True,RU,RU,LU,False,1,True,RD,False,4107.0,8
Nov_17_g0,482,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4366.0,10
Nov_17_g0,483,3,hierarchical,True,RU,RU,LD,False,2,True,LU,False,4418.0,13
Nov_17_g0,487,2,hierarchical,False,RD,LU,LU,False,1,True,LD,False,4380.0,10
Nov_17_g0,488,5,sequential,False,LD,RU,RU,False,1,True,RD,False,4182.0,11
Nov_17_g0,489,2,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4879.0,11
Nov_17_g0,490,5,sequential,False,RU,LD,LD,True,1,True,RD,False,4773.0,10
Nov_17_g0,492,1,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4639.0,12
Nov_17_g0,493,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4184.0,8
Nov_17_g0,494,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3789.0,10
Nov_17_g0,496,5,sequential,False,RU,LD,LD,False,1,True,RD,False,4578.0,7
Nov_17_g0,498,5,sequential,False,LU,RU,RU,False,1,True,LD,False,4381.0,12
Nov_17_g0,499,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3818.0,9
Nov_17_g0,500,1,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4739.0,14
Nov_17_g0,501,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4584.0,11
Nov_17_g0,502,6,sequential,True,RD,RD,RU,False,0,False,,,3846.0,9
Nov_17_g0,503,4,hierarchical,True,LU,LU,LD,False,0,False,,,4409.0,12
Nov_17_g0,504,5,sequential,False,RU,LU,LU,False,0,False,,,4235.0,9
Nov_17_g0,505,1,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4452.0,13
Nov_17_g0,507,2,hierarchical,False,RU,RD,RD,False,1,True,LD,False,4364.0,11
Nov_17_g0,508,4,hierarchical,True,RU,RU,RD,False,0,False,,,4346.0,7
Nov_17_g0,509,4,hierarchical,False,LD,LU,LU,False,0,False,,,4621.0,10
Nov_17_g0,510,1,hierarchical,False,LU,LD,LD,True,1,True,LD,True,4862.0,12
Nov_17_g0,511,1,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4853.0,9
Nov_17_g0,512,3,hierarchical,True,RU,RU,LD,False,2,True,RD,False,4573.0,8
Nov_17_g0,513,5,sequential,False,LD,RU,RU,False,2,True,RD,False,4387.0,10
Nov_17_g0,515,3,hierarchical,True,LD,LD,RU,True,0,True,RU,True,4482.0,13
Nov_17_g0,516,1,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4555.0,12
Nov_17_g0,517,2,hierarchical,True,RU,RU,RD,False,0,False,,,4509.0,7
Nov_17_g0,518,5,sequential,False,LU,RU,RU,False,0,False,,,4361.0,9
Nov_17_g0,519,3,hierarchical,True,LD,LD,RU,False,2,True,LU,False,4471.0,13
Nov_17_g0,520,2,hierarchical,False,LD,LU,LU,False,1,True,RU,False,4738.0,9
Nov_17_g0,521,6,sequential,False,LU,LD,LD,False,0,False,,,5118.0,12
Nov_17_g0,523,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3821.0,10
Nov_17_g0,524,5,sequential,False,RU,LD,LD,False,1,True,RD,False,4447.0,10
Nov_17_g0,526,1,hierarchical,True,RD,RD,RU,False,0,False,,,4593.0,11
Nov_17_g0,527,5,sequential,True,LD,LD,RU,False,0,False,,,4623.0,13
Nov_17_g0,529,5,sequential,True,LD,LD,RU,False,1,True,RD,False,4618.0,9
Nov_17_g0,530,3,hierarchical,True,LU,LU,LD,False,0,False,,,3983.0,13
Nov_17_g0,531,1,hierarchical,False,RD,RU,RU,True,0,True,RU,True,4807.0,15
Nov_17_g0,532,4,hierarchical,False,LD,LU,LU,False,0,False,,,4272.0,11
Nov_17_g0,533,1,hierarchical,True,RD,RD,RU,True,1,True,LU,False,4497.0,12
Nov_17_g0,534,6,sequential,False,LU,RU,RU,False,1,True,LD,False,4014.0,10
Nov_17_g0,535,4,hierarchical,False,LD,RU,RU,False,0,False,,,4294.0,13
Nov_17_g0,536,1,hierarchical,True,LU,LU,LD,False,0,False,,,4172.0,13
Nov_17_g0,537,3,hierarchical,False,LD,RU,RU,False,0,False,,,4655.0,8
Nov_17_g0,539,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3867.0,9
Nov_17_g0,540,5,sequential,False,RU,LU,LU,False,1,True,RD,False,4104.0,11
Nov_17_g0,541,3,hierarchical,False,LD,LU,LU,False,0,False,,,4123.0,8
Nov_17_g0,542,5,sequential,False,LD,LU,LU,True,0,True,LU,True,4184.0,13
Nov_17_g0,543,1,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4251.0,11
Nov_17_g0,545,6,sequential,True,LU,LU,LD,False,0,False,,,4389.0,12
Nov_17_g0,547,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4227.0,8
Nov_17_g0,548,4,hierarchical,True,LD,LD,LU,False,1,True,RD,False,4493.0,10
Nov_17_g0,549,3,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4202.0,12
Nov_17_g0,551,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3921.0,12
Nov_17_g0,553,6,sequential,False,LU,RU,RU,True,0,True,RU,True,4069.0,10
Nov_17_g0,554,4,hierarchical,True,RD,RD,RU,False,1,True,LU,False,4250.0,10
Nov_17_g0,555,2,hierarchical,False,RU,RD,RD,True,1,True,RD,True,4512.0,9
Nov_17_g0,556,3,hierarchical,False,RD,LU,LU,True,1,True,LU,True,3981.0,9
Nov_17_g0,557,1,hierarchical,True,LU,LU,LD,False,0,False,,,4055.0,11
Nov_17_g0,558,4,hierarchical,False,RD,RU,RU,False,1,True,LD,False,4297.0,7
Nov_17_g0,559,5,sequential,True,LD,LD,RU,False,1,True,RD,False,4769.0,11
Nov_17_g0,563,2,hierarchical,False,RD,LU,LU,False,1,True,LD,False,4385.0,11
Nov_17_g0,566,6,sequential,False,LU,RU,RU,False,0,False,,,4223.0,12
Nov_17_g0,567,4,hierarchical,True,LU,LU,LD,False,1,True,RD,False,4294.0,10
